gx,gy,gz,x,y,z
-2,-1,0,62,5,6
-3,0,0,61,3,4
-2,-1,-1,62,3,2
-2,-1,-1,65,4,2
-2,-1,-1,65,4,3
-2,-1,0,64,4,3
-2,-1,0,62,4,4
-2,-1,0,63,4,3
-2,-1,-1,64,4,3
-2,-1,-1,64,4,2
-2,-1,0,64,4,2
-2,-1,0,63,4,4
-2,-1,0,61,3,3
-2,-1,-1,62,2,0
-2,-1,-1,64,3,1
-2,-1,0,65,5,3
-2,-1,0,64,4,3
-2,-1,0,62,2,-1
-2,-1,-1,63,2,-1
-1,-1,0,63,4,2
-2,-1,0,63,2,-2
-1,-1,0,63,2,-2
-1,-1,-1,64,3,-1
-1,-1,0,64,4,1
-1,-1,0,62,1,-2
0,-1,-1,63,0,-5
1,-1,-1,63,3,0
1,-1,-1,62,1,-2
1,-1,-1,63,-1,-6
3,-1,-1,63,2,-2
3,-1,0,62,2,-1
3,-1,-1,63,2,-2
4,-1,-1,63,4,0
4,-1,-1,63,4,0
3,-1,0,62,3,-2
4,-1,-1,65,5,-1
4,0,-1,66,6,2
3,-1,0,64,4,-1
3,-1,0,63,1,-4
4,0,0,63,2,-2
4,0,0,64,4,-1
3,0,0,64,2,-3
4,0,0,64,-1,-8
5,0,0,65,3,-3
6,0,0,65,4,1
4,0,0,62,3,2
4,0,0,61,2,2
4,-1,0,62,1,1
3,0,0,65,3,2
3,0,-1,65,3,1
2,1,-1,65,2,-1
2,1,-1,65,2,0
2,0,0,65,3,2
2,-1,0,64,1,1
1,0,0,62,0,1
2,0,0,62,2,2
1,0,-1,62,2,4
1,0,-1,65,2,3
