gx,gy,gz,x,y,z
-1,1,0,-64,0,-8
-1,1,0,-63,-1,-9
-1,1,0,-63,0,-10
-1,2,-1,-64,0,-10
-1,1,0,-65,0,-11
-1,1,0,-63,0,-13
-1,1,-1,-64,0,-14
-1,1,-1,-65,0,-14
-1,1,-1,-63,0,-14
-1,1,-1,-63,0,-14
-1,1,-1,-64,-1,-14
-1,1,-1,-64,0,-14
-1,1,-1,-63,-1,-15
-1,1,-1,-63,-1,-16
-1,1,-1,-63,0,-16
-1,0,-1,-61,-1,-16
-1,1,-1,-61,0,-17
-1,1,-1,-62,0,-17
-1,1,0,-61,0,-17
-1,1,0,-60,-1,-18
-1,1,-1,-62,0,-18
-1,1,0,-63,0,-19
-1,1,0,-61,-1,-19
-1,1,0,-62,-1,-19
-1,0,0,-62,0,-20
-1,0,0,-62,0,-20
-1,0,0,-61,0,-21
-1,0,0,-61,0,-21
-1,0,-1,-61,0,-21
-1,0,-1,-62,1,-20
-1,-1,-1,-61,1,-20
-1,0,-1,-61,0,-21
-1,0,-1,-61,0,-21
-1,0,-1,-61,0,-20
-1,0,0,-61,0,-21
-1,0,0,-60,0,-21
-1,0,0,-60,1,-20
-1,0,0,-61,1,-21
-1,0,0,-59,0,-21
-1,0,0,-60,1,-20
-1,0,0,-60,2,-21
-1,0,0,-59,2,-22
-1,1,0,-60,2,-23
-1,1,0,-59,2,-24
-1,1,0,-59,3,-22
-1,1,0,-60,3,-22
-1,1,0,-60,3,-24
-1,1,0,-60,3,-26
-1,1,0,-60,3,-27
-1,1,0,-60,3,-25
-1,1,0,-60,4,-25
-1,0,-1,-59,3,-26
-1,0,-1,-60,3,-27
0,0,-1,-58,3,-27
0,0,-1,-59,3,-26
-1,0,0,-59,3,-27
-1,0,0,-58,3,-27
-1,0,0,-59,3,-28
0,-1,0,-59,3,-28
0,-1,0,-58,3,-28
0,-1,0,-59,3,-28
0,-1,0,-59,3,-27
0,-2,0,-58,4,-27
0,-2,0,-58,4,-26
0,-2,0,-59,3,-26
0,-2,0,-59,4,-25
0,-2,0,-59,4,-25
0,-2,0,-59,3,-25
0,-2,0,-60,4,-24
0,-2,0,-60,4,-24
0,-1,0,-59,3,-23
0,-1,0,-60,3,-22
0,-1,0,-60,3,-22
0,-1,0,-60,4,-22
0,-1,0,-60,4,-21
0,-1,0,-60,3,-22
0,-1,0,-60,3,-22
-1,-1,0,-60,4,-22
0,-1,0,-60,4,-22
0,-1,0,-60,4,-22
0,-1,0,-60,4,-22
-1,-1,0,-61,4,-22
-1,-1,0,-61,4,-22
-1,-1,0,-60,4,-22
-1,-1,0,-59,4,-22
0,-1,-1,-60,4,-21
0,0,-1,-60,4,-21
0,-1,-1,-60,4,-21
0,-1,-1,-61,4,-21
-1,-1,-1,-61,4,-21
-1,-1,0,-60,4,-21
-1,-1,0,-61,4,-21
-1,-1,-1,-61,4,-22
-1,-1,-1,-61,3,-22
-1,-1,-1,-61,4,-21
-1,-1,-1,-61,4,-21
-1,-1,-1,-61,4,-21
-1,-1,-1,-60,4,-21
-1,-1,-1,-60,4,-21
-1,-1,-1,-61,4,-21
-1,-1,-1,-61,3,-21
-1,-1,-1,-61,3,-21
0,-1,-1,-61,3,-21
0,-1,-1,-61,3,-21
0,-1,-1,-61,3,-21
0,-1,-1,-61,3,-20
0,-1,-1,-61,3,-20
0,-1,-1,-61,3,-20
0,-1,-1,-61,3,-20
0,-1,-1,-60,2,-20
0,-1,-1,-60,2,-20
0,-1,0,-61,2,-20
0,-1,0,-61,3,-20
0,-1,0,-60,2,-19
0,-1,0,-60,2,-19
-1,-1,0,-61,3,-20
-1,-1,0,-61,3,-20
-1,-1,0,-62,3,-19
-1,-1,0,-62,3,-20
-1,-1,0,-62,3,-19
-1,-1,-1,-62,3,-19
-1,-1,-1,-62,3,-19
-1,-1,-1,-62,2,-19
0,-1,-1,-61,2,-19
0,-1,-1,-62,2,-19
0,-1,-1,-62,2,-18
0,-1,-1,-62,2,-18
0,-1,-1,-62,2,-18
0,-1,-1,-62,2,-18
0,-1,-1,-62,2,-17
0,-1,-1,-62,2,-17
0,-1,-1,-62,2,-17
0,-1,-1,-62,2,-18
0,-1,-1,-62,2,-18
0,-1,-1,-62,2,-17
0,-1,0,-61,2,-17
0,-1,0,-62,2,-18
0,-1,0,-62,2,-18
0,-1,0,-62,2,-18
0,-1,0,-62,2,-17
0,-1,0,-62,2,-18
0,-1,0,-62,2,-18
0,-1,0,-62,2,-17
0,-1,0,-62,2,-17
